dataset,sample_id,path_index,experiment_id,shots_in_icl,icl_sample_source,sketch_gen_model,code_gen_model,has_sketch,raw_output,parsed_output,true_label,is_correct,is_syntax_error,solver_error_type,is_solver_timeout,is_runtime_error,is_syntax_parse_error,pruned_by_existence,existence_pruning_result,pruned_by_uniqueness,uniqueness_pruning_result,existence_uniqueness_pruning_result
AR-LSAT,200010_3-G_4_22,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,200010_3-G_4_22,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201212_4-G_4_20,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",1,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,201212_4-G_4_20,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201212_4-G_4_20,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],1,False,False,,False,False,False,True,,False,[],
AR-LSAT,201212_4-G_4_20,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201212_4-G_4_20,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],1,False,False,,False,False,False,True,,False,[],
AR-LSAT,201212_4-G_4_20,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201212_4-G_4_20,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,H is second,[],1,False,False,,False,False,False,True,,False,[],
AR-LSAT,201212_4-G_4_20,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201212_4-G_4_20,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201212_4-G_4_20,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,H is second,[],1,False,False,,False,False,False,True,,False,[],
AR-LSAT,201212_4-G_4_20,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201212_4-G_4_20,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",1,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,201212_4-G_4_20,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[1],[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201212_4-G_4_20,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,1,[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201212_4-G_4_20,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,1,[1],1,True,False,,False,False,False,False,[1],False,[1],[1]
AR-LSAT,201310_3-G_1_7,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],0,False,False,,False,False,False,True,,False,[],
AR-LSAT,201310_3-G_1_7,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[2, 4]","[2, 4]",0,False,False,,False,False,False,False,"[2, 4]",True,,
AR-LSAT,201310_3-G_1_7,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],0,False,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201310_3-G_1_7,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[2, 4]","[2, 4]",0,False,False,,False,False,False,False,"[2, 4]",True,,
AR-LSAT,201310_3-G_1_7,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],0,False,False,,False,False,False,True,,False,[],
AR-LSAT,201310_3-G_1_7,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],0,False,False,,False,False,False,True,,False,[],
AR-LSAT,201310_3-G_1_7,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[2, 4]","[2, 4]",0,False,False,,False,False,False,False,"[2, 4]",True,,
AR-LSAT,201310_3-G_1_7,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",0,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,201310_3-G_1_7,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],0,False,False,,False,False,False,True,,False,[],
AR-LSAT,201310_3-G_1_7,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],0,False,False,,False,False,False,True,,False,[],
AR-LSAT,201310_3-G_1_7,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],0,False,False,,False,False,False,True,,False,[],
AR-LSAT,201310_3-G_1_7,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,0,[0],0,True,False,,False,False,False,False,[0],False,[0],[0]
AR-LSAT,201310_3-G_1_7,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 2, 4]","[0, 2, 4]",0,False,False,,False,False,False,False,"[0, 2, 4]",True,,
AR-LSAT,201310_3-G_1_7,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[1, 2, 3, 4]","[1, 2, 3, 4]",0,False,False,,False,False,False,False,"[1, 2, 3, 4]",True,,
AR-LSAT,201310_3-G_1_7,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 2, 4]","[0, 2, 4]",0,False,False,,False,False,False,False,"[0, 2, 4]",True,,
AR-LSAT,201206_3-G_1_2,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],4,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_1_2,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],4,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_1_2,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],4,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_1_2,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],4,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_1_2,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],4,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_1_2,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],4,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_1_2,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[4],[4],4,True,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,201206_3-G_1_2,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[4],[4],4,True,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,201206_3-G_1_2,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[4],[4],4,True,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,201206_3-G_1_2,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"Z3 execution error (return code 1).
Stderr: Traceback (most recent call last):
  File ""/tmp/tmpqhr735v3.py"", line 40, in <module>
    solver.add(session_to_day[session_of[assistant_indices[""Kevin""]]] ==
               ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: list indices must be integers or slices, not ArithRef

Stdout: ",syntax error,4,False,True,runtime_error,False,True,False,False,syntax error,False,syntax error,syntax error
AR-LSAT,201206_3-G_1_2,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"Z3 execution error (return code 1).
Stderr: Traceback (most recent call last):
  File ""/tmp/tmpiq86ygy5.py"", line 30, in <module>
    solver.add(IntVal(assign[J] // 2) < IntVal(assign[O] // 2))
                      ~~~~~~~~~~^^~~
TypeError: unsupported operand type(s) for //: 'ArithRef' and 'int'

Stdout: ",syntax error,4,False,True,runtime_error,False,True,False,False,syntax error,False,syntax error,syntax error
AR-LSAT,201206_3-G_1_2,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[],[],4,False,False,,False,False,False,True,,False,[],
AR-LSAT,201206_3-G_1_2,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[4],[4],4,True,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,201206_3-G_1_2,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[4],[4],4,True,False,,False,False,False,False,[4],False,[4],[4]
AR-LSAT,201206_3-G_1_2,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,,[],4,False,False,,False,False,False,True,,False,[],
AR-LSAT,201510_3-G_2_11,0,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201510_3-G_2_11,1,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[1, 2]","[1, 2]",2,False,False,,False,False,False,False,"[1, 2]",True,,
AR-LSAT,201510_3-G_2_11,2,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 2, 3, 4]","[0, 2, 3, 4]",2,False,False,,False,False,False,False,"[0, 2, 3, 4]",True,,
AR-LSAT,201510_3-G_2_11,3,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[1, 2]","[1, 2]",2,False,False,,False,False,False,False,"[1, 2]",True,,
AR-LSAT,201510_3-G_2_11,4,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201510_3-G_2_11,5,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201510_3-G_2_11,6,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201510_3-G_2_11,7,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",2,False,False,,False,False,False,False,"[0, 1, 2, 3, 4]",True,,
AR-LSAT,201510_3-G_2_11,8,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201510_3-G_2_11,9,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201510_3-G_2_11,10,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,"[1, 2]","[1, 2]",2,False,False,,False,False,False,False,"[1, 2]",True,,
AR-LSAT,201510_3-G_2_11,11,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201510_3-G_2_11,12,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201510_3-G_2_11,13,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
AR-LSAT,201510_3-G_2_11,14,qwen3-coder-next-three_shot_CoT-a3e3d6fe-92e1-4b84-a122-929b3fe37f3a,3,logic-lm autoformalization ICL,qwen/qwen3-coder-next,qwen/qwen3-coder-next,yes,[2],[2],2,True,False,,False,False,False,False,[2],False,[2],[2]
